Product,Pass-Through Rate,15 Day Price,30 Day Price,45 Day Price,60 Day Price
20-Year Fixed Rate - 150k Max Loan Amount,8,104.8942,104.8473,104.6882,104.5289
20-Year Fixed Rate - 150k Max Loan Amount,7.875,105.108,105.0612,104.8603,104.6735
20-Year Fixed Rate - 150k Max Loan Amount,7.75,104.7592,104.7123,104.5114,104.3246
20-Year Fixed Rate - 150k Max Loan Amount,7.625,104.3694,104.3225,104.1216,103.9348
20-Year Fixed Rate - 150k Max Loan Amount,7.5,103.9672,103.9203,103.7194,103.5326
20-Year Fixed Rate - 150k Max Loan Amount,7.375,103.5524,103.5055,103.3046,103.1178
20-Year Fixed Rate - 150k Max Loan Amount,7.25,103.1252,103.0783,102.8871,102.7076
20-Year Fixed Rate - 150k Max Loan Amount,7.125,102.682,102.6351,102.46,102.2925
20-Year Fixed Rate - 150k Max Loan Amount,7,102.219,102.1722,102.0158,101.8624
20-Year Fixed Rate - 150k Max Loan Amount,6.875,102.0374,101.9905,101.865,101.7386
20-Year Fixed Rate - 150k Max Loan Amount,6.75,101.6067,101.5598,101.4343,101.3079
20-Year Fixed Rate - 150k Max Loan Amount,6.625,101.1656,101.1188,100.9932,100.8668
20-Year Fixed Rate - 150k Max Loan Amount,6.5,100.7021,100.6552,100.5297,100.4033
20-Year Fixed Rate - 150k Max Loan Amount,6.375,100.3507,100.3117,100.2029,100.0939
20-Year Fixed Rate - 150k Max Loan Amount,6.25,99.8844,99.8453,99.7365,99.6276
20-Year Fixed Rate - 150k Max Loan Amount,6.125,99.4058,99.3667,99.2579,99.149
20-Year Fixed Rate - 150k Max Loan Amount,6,98.8944,98.8553,98.7465,98.6376
20-Year Fixed Rate - 150k Max Loan Amount,5.875,98.3586,98.3261,98.234,98.1415
20-Year Fixed Rate - 150k Max Loan Amount,5.75,97.8369,97.8134,97.7214,97.6289
20-Year Fixed Rate - 150k Max Loan Amount,5.625,97.2896,97.2662,97.1741,97.0816
20-Year Fixed Rate - 150k Max Loan Amount,5.5,96.7198,96.6964,96.6043,96.5118
20-Year Fixed Rate - 150k Max Loan Amount,5.375,96.1275,96.104,96.012,95.9195
20-Year Fixed Rate - 150k Max Loan Amount,5.25,95.5105,95.487,95.395,95.3025
20-Year Fixed Rate - 150k Max Loan Amount,5.125,94.8788,94.8554,94.7633,94.6708
20-Year Fixed Rate - 150k Max Loan Amount,5,94.2297,94.2062,94.1142,94.0217
20-Year Fixed Rate - 150k Max Loan Amount,4.875,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 150k Max Loan Amount,4.75,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 150k Max Loan Amount,4.625,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 150k Max Loan Amount,4.5,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 150k Max Loan Amount,4.375,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 150k Max Loan Amount,4.25,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 150k Max Loan Amount,4.125,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 150k Max Loan Amount,4,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 150k Max Loan Amount,3.875,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 150k Max Loan Amount,3.75,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 150k Max Loan Amount,3.625,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 150k Max Loan Amount,3.5,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 125k Max Loan Amount,8.375,105.9338,105.8635,105.6961,105.5325
20-Year Fixed Rate - 125k Max Loan Amount,8.25,105.5516,105.4813,105.3139,105.1503
20-Year Fixed Rate - 125k Max Loan Amount,8.125,105.234,105.1637,104.9963,104.8326
20-Year Fixed Rate - 125k Max Loan Amount,8,104.8863,104.816,104.6486,104.485
20-Year Fixed Rate - 125k Max Loan Amount,7.875,105.1159,105.0456,104.8447,104.6579
20-Year Fixed Rate - 125k Max Loan Amount,7.75,104.767,104.6966,104.4958,104.309
20-Year Fixed Rate - 125k Max Loan Amount,7.625,104.3772,104.3069,104.106,103.9192
20-Year Fixed Rate - 125k Max Loan Amount,7.5,103.975,103.9046,103.7038,103.517
20-Year Fixed Rate - 125k Max Loan Amount,7.375,103.7487,103.6862,103.5355,103.3854
20-Year Fixed Rate - 125k Max Loan Amount,7.25,103.3464,103.2839,103.1332,102.9831
20-Year Fixed Rate - 125k Max Loan Amount,7.125,102.9332,102.8707,102.72,102.5699
20-Year Fixed Rate - 125k Max Loan Amount,7,102.5053,102.4428,102.2921,102.142
20-Year Fixed Rate - 125k Max Loan Amount,6.875,102.139,102.0999,101.9743,101.8479
20-Year Fixed Rate - 125k Max Loan Amount,6.75,101.7083,101.6692,101.5436,101.4172
20-Year Fixed Rate - 125k Max Loan Amount,6.625,101.2672,101.2282,101.1026,100.9762
20-Year Fixed Rate - 125k Max Loan Amount,6.5,100.8037,100.7646,100.639,100.5126
20-Year Fixed Rate - 125k Max Loan Amount,6.375,100.382,100.3586,100.2497,100.1408
20-Year Fixed Rate - 125k Max Loan Amount,6.25,99.9156,99.8922,99.7834,99.6744
20-Year Fixed Rate - 125k Max Loan Amount,6.125,99.437,99.4136,99.3048,99.1958
20-Year Fixed Rate - 125k Max Loan Amount,6,98.9256,98.9022,98.7934,98.6844
20-Year Fixed Rate - 125k Max Loan Amount,5.875,98.4055,98.4042,98.3121,98.2197
20-Year Fixed Rate - 125k Max Loan Amount,5.75,97.8759,97.8916,97.7995,97.707
20-Year Fixed Rate - 125k Max Loan Amount,5.625,97.3286,97.3443,97.2522,97.1597
20-Year Fixed Rate - 125k Max Loan Amount,5.5,96.7588,96.7745,96.6824,96.5899
20-Year Fixed Rate - 125k Max Loan Amount,5.375,96.1665,96.1822,96.0901,95.9976
20-Year Fixed Rate - 125k Max Loan Amount,5.25,95.5495,95.5652,95.4731,95.3806
20-Year Fixed Rate - 125k Max Loan Amount,5.125,94.9179,94.9335,94.8414,94.749
20-Year Fixed Rate - 125k Max Loan Amount,5,94.2687,94.2844,94.1923,94.0998
20-Year Fixed Rate - 125k Max Loan Amount,4.875,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 125k Max Loan Amount,4.75,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 125k Max Loan Amount,4.625,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 125k Max Loan Amount,4.5,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 125k Max Loan Amount,4.375,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 125k Max Loan Amount,4.25,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 125k Max Loan Amount,4.125,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 125k Max Loan Amount,4,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 125k Max Loan Amount,3.875,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 125k Max Loan Amount,3.75,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 125k Max Loan Amount,3.625,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 125k Max Loan Amount,3.5,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 110k Max Loan Amount,8.375,105.9182,105.8479,105.6805,105.5149
20-Year Fixed Rate - 110k Max Loan Amount,8.25,105.536,105.4657,105.2983,105.1327
20-Year Fixed Rate - 110k Max Loan Amount,8.125,105.2184,105.148,104.9806,104.815
20-Year Fixed Rate - 110k Max Loan Amount,8,104.8707,104.8004,104.633,104.4674
20-Year Fixed Rate - 110k Max Loan Amount,7.875,105.1081,105.0456,104.8112,104.5954
20-Year Fixed Rate - 110k Max Loan Amount,7.75,104.7592,104.6966,104.4623,104.2465
20-Year Fixed Rate - 110k Max Loan Amount,7.625,104.3694,104.3069,104.0725,103.8567
20-Year Fixed Rate - 110k Max Loan Amount,7.5,103.9672,103.9046,103.6703,103.4545
20-Year Fixed Rate - 110k Max Loan Amount,7.375,103.8736,103.7955,103.6449,103.4947
20-Year Fixed Rate - 110k Max Loan Amount,7.25,103.4714,103.3933,103.2426,103.0925
20-Year Fixed Rate - 110k Max Loan Amount,7.125,103.0582,102.9801,102.8294,102.6793
20-Year Fixed Rate - 110k Max Loan Amount,7,102.6303,102.5522,102.4015,102.2514
20-Year Fixed Rate - 110k Max Loan Amount,6.875,102.2562,102.2093,102.0837,101.9573
20-Year Fixed Rate - 110k Max Loan Amount,6.75,101.8254,101.7786,101.653,101.5266
20-Year Fixed Rate - 110k Max Loan Amount,6.625,101.3844,101.3375,101.212,101.0856
20-Year Fixed Rate - 110k Max Loan Amount,6.5,100.9208,100.874,100.7484,100.622
20-Year Fixed Rate - 110k Max Loan Amount,6.375,100.4514,100.421,100.3122,100.2033
20-Year Fixed Rate - 110k Max Loan Amount,6.25,99.9781,99.9547,99.8459,99.7369
20-Year Fixed Rate - 110k Max Loan Amount,6.125,99.4995,99.4761,99.3673,99.2583
20-Year Fixed Rate - 110k Max Loan Amount,6,98.9881,98.9647,98.8559,98.7469
20-Year Fixed Rate - 110k Max Loan Amount,5.875,98.468,98.4667,98.3746,98.2822
20-Year Fixed Rate - 110k Max Loan Amount,5.75,97.9384,97.9541,97.862,97.7695
20-Year Fixed Rate - 110k Max Loan Amount,5.625,97.3911,97.4068,97.3147,97.2222
20-Year Fixed Rate - 110k Max Loan Amount,5.5,96.8213,96.837,96.7449,96.6524
20-Year Fixed Rate - 110k Max Loan Amount,5.375,96.229,96.2447,96.1526,96.0601
20-Year Fixed Rate - 110k Max Loan Amount,5.25,95.612,95.6277,95.5356,95.4431
20-Year Fixed Rate - 110k Max Loan Amount,5.125,94.9804,94.996,94.9039,94.8115
20-Year Fixed Rate - 110k Max Loan Amount,5,94.3312,94.3469,94.2548,94.1623
20-Year Fixed Rate - 110k Max Loan Amount,4.875,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 110k Max Loan Amount,4.75,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 110k Max Loan Amount,4.625,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 110k Max Loan Amount,4.5,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 110k Max Loan Amount,4.375,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 110k Max Loan Amount,4.25,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 110k Max Loan Amount,4.125,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 110k Max Loan Amount,4,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 110k Max Loan Amount,3.875,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 110k Max Loan Amount,3.75,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 110k Max Loan Amount,3.625,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 110k Max Loan Amount,3.5,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 85k Max Loan Amount,8.375,105.9104,105.8323,105.6649,105.4983
20-Year Fixed Rate - 85k Max Loan Amount,8.25,105.5282,105.4501,105.2827,105.1161
20-Year Fixed Rate - 85k Max Loan Amount,8.125,105.2105,105.1324,104.965,104.7984
20-Year Fixed Rate - 85k Max Loan Amount,8,104.8629,104.7848,104.6174,104.4508
20-Year Fixed Rate - 85k Max Loan Amount,7.875,105.1315,105.0612,104.8268,104.611
20-Year Fixed Rate - 85k Max Loan Amount,7.75,104.7826,104.7123,104.4779,104.2621
20-Year Fixed Rate - 85k Max Loan Amount,7.625,104.3928,104.3225,104.0882,103.8723
20-Year Fixed Rate - 85k Max Loan Amount,7.5,103.9906,103.9203,103.6859,103.4701
20-Year Fixed Rate - 85k Max Loan Amount,7.375,104.2799,104.2174,104.0667,103.9166
20-Year Fixed Rate - 85k Max Loan Amount,7.25,103.8777,103.8152,103.6645,103.5144
20-Year Fixed Rate - 85k Max Loan Amount,7.125,103.4645,103.402,103.2513,103.1012
20-Year Fixed Rate - 85k Max Loan Amount,7,103.0366,102.974,102.8234,102.6733
20-Year Fixed Rate - 85k Max Loan Amount,6.875,102.5912,102.5286,102.378,102.2279
20-Year Fixed Rate - 85k Max Loan Amount,6.75,102.1305,102.068,101.9173,101.7672
20-Year Fixed Rate - 85k Max Loan Amount,6.625,101.6444,101.5819,101.4312,101.2811
20-Year Fixed Rate - 85k Max Loan Amount,6.5,101.1359,101.0734,100.9227,100.7726
20-Year Fixed Rate - 85k Max Loan Amount,6.375,100.7101,100.6867,100.5779,100.4689
20-Year Fixed Rate - 85k Max Loan Amount,6.25,100.2438,100.2203,100.1115,100.0026
20-Year Fixed Rate - 85k Max Loan Amount,6.125,99.7652,99.7417,99.6329,99.524
20-Year Fixed Rate - 85k Max Loan Amount,6,99.2538,99.2303,99.1215,99.0126
20-Year Fixed Rate - 85k Max Loan Amount,5.875,98.7114,98.688,98.5862,98.4853
20-Year Fixed Rate - 85k Max Loan Amount,5.75,98.1597,98.1572,98.0651,97.9726
20-Year Fixed Rate - 85k Max Loan Amount,5.625,97.5943,97.6099,97.5178,97.4253
20-Year Fixed Rate - 85k Max Loan Amount,5.5,97.0245,97.0401,96.948,96.8555
20-Year Fixed Rate - 85k Max Loan Amount,5.375,96.4322,96.4478,96.3557,96.2632
20-Year Fixed Rate - 85k Max Loan Amount,5.25,95.8152,95.8308,95.7387,95.6462
20-Year Fixed Rate - 85k Max Loan Amount,5.125,95.1835,95.1992,95.1071,95.0146
20-Year Fixed Rate - 85k Max Loan Amount,5,94.5344,94.55,94.4579,94.3654
20-Year Fixed Rate - 85k Max Loan Amount,4.875,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 85k Max Loan Amount,4.75,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 85k Max Loan Amount,4.625,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 85k Max Loan Amount,4.5,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 85k Max Loan Amount,4.375,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 85k Max Loan Amount,4.25,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 85k Max Loan Amount,4.125,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 85k Max Loan Amount,4,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 85k Max Loan Amount,3.875,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 85k Max Loan Amount,3.75,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 85k Max Loan Amount,3.625,N/A,N/A,N/A,N/A
20-Year Fixed Rate - 85k Max Loan Amount,3.5,N/A,N/A,N/A,N/A
20-Year Fixed Rate,8.375,105.8916,105.8448,105.6774,105.5108
20-Year Fixed Rate,8.25,105.5094,105.4626,105.2952,105.1286
20-Year Fixed Rate,8.125,105.1918,105.1449,104.9775,104.8109
20-Year Fixed Rate,8,104.8442,104.7973,104.6299,104.4633
20-Year Fixed Rate,7.875,104.9643,104.9174,104.7165,104.5297
20-Year Fixed Rate,7.75,104.6154,104.5685,104.3676,104.1808
20-Year Fixed Rate,7.625,104.2256,104.1788,103.9779,103.7911
20-Year Fixed Rate,7.5,103.8234,103.7765,103.5756,103.3888
20-Year Fixed Rate,7.375,103.4086,103.3618,103.1609,102.9741
20-Year Fixed Rate,7.25,102.9814,102.9345,102.7336,102.5468
20-Year Fixed Rate,7.125,102.5382,102.4913,102.2904,102.1036
20-Year Fixed Rate,7,102.0753,102.0284,101.8275,101.6407
20-Year Fixed Rate,6.875,101.753,101.7062,101.5639,101.4249
20-Year Fixed Rate,6.75,101.3223,101.2754,101.1332,100.9942
20-Year Fixed Rate,6.625,100.8813,100.8344,100.6921,100.5532
20-Year Fixed Rate,6.5,100.4177,100.3708,100.2286,100.0896
20-Year Fixed Rate,6.375,100.207,100.1679,100.0424,99.9189
20-Year Fixed Rate,6.25,99.7406,99.7016,99.576,99.4526
20-Year Fixed Rate,6.125,99.262,99.223,99.0974,98.974
20-Year Fixed Rate,6,98.7506,98.7116,98.586,98.4626
20-Year Fixed Rate,5.875,98.2605,98.2448,98.136,98.029
20-Year Fixed Rate,5.75,97.7478,97.7322,97.6234,97.5164
20-Year Fixed Rate,5.625,97.2005,97.1849,97.0761,96.9691
20-Year Fixed Rate,5.5,96.6307,96.6151,96.5063,96.3993
20-Year Fixed Rate,5.375,96.0384,96.0228,95.914,95.807
20-Year Fixed Rate,5.25,95.4214,95.4058,95.297,95.19
20-Year Fixed Rate,5.125,94.7898,94.7742,94.6653,94.5583
20-Year Fixed Rate,5,94.1406,94.125,94.0162,93.9092
20-Year Fixed Rate,4.875,93.4308,93.4308,93.322,93.2121
20-Year Fixed Rate,4.75,92.7795,92.7795,92.6707,92.5608
20-Year Fixed Rate,4.625,91.9254,91.9254,91.8166,91.7066
20-Year Fixed Rate,4.5,91.2638,91.2638,91.155,91.045
20-Year Fixed Rate,4.375,89.7147,89.7303,89.6215,89.5135
20-Year Fixed Rate,4.25,89.0531,89.0687,88.9599,88.8519
20-Year Fixed Rate,4.125,88.3771,88.3927,88.2839,88.1759
20-Year Fixed Rate,4,87.6839,87.6995,87.5907,87.4827
20-Year Fixed Rate,3.875,85.9701,85.9779,85.936,85.892
20-Year Fixed Rate,3.75,85.2803,85.2882,85.2463,85.2022
20-Year Fixed Rate,3.625,84.5643,84.5721,84.5302,84.4862
20-Year Fixed Rate,3.5,N/A,N/A,N/A,N/A
15-Yr Fixed Rate High Balance,7.375,101.6007,101.5581,101.4378,101.2788
15-Yr Fixed Rate High Balance,7.25,101.3936,101.351,101.2307,101.0717
15-Yr Fixed Rate High Balance,7.125,101.1537,101.1111,100.9909,100.8319
15-Yr Fixed Rate High Balance,7,100.9064,100.8638,100.7435,100.5845
15-Yr Fixed Rate High Balance,6.875,100.6515,100.6089,100.4887,100.3297
15-Yr Fixed Rate High Balance,6.75,100.3892,100.3466,100.2263,100.0673
15-Yr Fixed Rate High Balance,6.625,100.1169,100.0743,99.954,99.795
15-Yr Fixed Rate High Balance,6.5,99.8309,99.7883,99.668,99.509
15-Yr Fixed Rate High Balance,6.375,99.264,99.2356,99.1795,99.1095
15-Yr Fixed Rate High Balance,6.25,99.0005,98.9721,98.9088,98.8281
15-Yr Fixed Rate High Balance,6.125,98.7295,98.7011,98.6302,98.5381
15-Yr Fixed Rate High Balance,6,98.4473,98.4189,98.348,98.2559
15-Yr Fixed Rate High Balance,5.875,98.15,98.1216,98.0508,97.9587
15-Yr Fixed Rate High Balance,5.75,97.8391,97.8107,97.7398,97.6477
15-Yr Fixed Rate High Balance,5.625,97.5107,97.4823,97.4114,97.3193
15-Yr Fixed Rate High Balance,5.5,97.1648,97.1364,97.0655,96.9734
15-Yr Fixed Rate High Balance,5.375,96.5168,96.4955,96.4326,96.3489
15-Yr Fixed Rate High Balance,5.25,96.1722,96.1509,96.088,96.0043
15-Yr Fixed Rate High Balance,5.125,95.8027,95.7814,95.7185,95.6348
15-Yr Fixed Rate High Balance,5,95.4082,95.3869,95.324,95.2403
15-Yr Fixed Rate High Balance,4.875,94.3434,94.3363,94.2893,94.2223
15-Yr Fixed Rate High Balance,4.75,93.9526,93.9455,93.8985,93.8315
15-Yr Fixed Rate High Balance,4.625,93.5589,93.5518,93.5048,93.4378
15-Yr Fixed Rate High Balance,4.5,93.1368,93.1297,93.0827,93.0157
15-Yr Fixed Rate High Balance,4.375,92.1699,92.1841,92.1609,92.1191
15-Yr Fixed Rate High Balance,4.25,91.7802,91.7944,91.7712,91.7293
15-Yr Fixed Rate High Balance,4.125,91.3703,91.3845,91.3613,91.3194
15-Yr Fixed Rate High Balance,4,90.9554,90.9696,90.9464,90.9045
15-Yr Fixed Rate High Balance,3.875,90.5355,90.5497,90.5265,90.4846
15-Yr Fixed Rate High Balance,3.75,90.1106,90.1248,90.1016,90.0597
15-Yr Fixed Rate High Balance,3.625,89.6782,89.6924,89.6692,89.6274
15-Yr Fixed Rate High Balance,3.5,89.2347,89.2489,89.2257,89.1838
15-Year Fixed Rate - 200k Max Loan Amount,7.375,103.2221,103.1795,103.0481,102.8724
15-Year Fixed Rate - 200k Max Loan Amount,7.25,102.9788,102.9362,102.8048,102.629
15-Year Fixed Rate - 200k Max Loan Amount,7.125,102.7052,102.6626,102.5312,102.3555
15-Year Fixed Rate - 200k Max Loan Amount,7,102.4217,102.3791,102.2477,102.0719
15-Year Fixed Rate - 200k Max Loan Amount,6.875,102.596,102.5676,102.5135,102.4465
15-Year Fixed Rate - 200k Max Loan Amount,6.75,102.3137,102.2853,102.2312,102.1642
15-Year Fixed Rate - 200k Max Loan Amount,6.625,102.0214,101.993,101.9389,101.8719
15-Year Fixed Rate - 200k Max Loan Amount,6.5,101.7204,101.692,101.6379,101.5709
15-Year Fixed Rate - 200k Max Loan Amount,6.375,101.4213,101.3929,101.3336,101.259
15-Year Fixed Rate - 200k Max Loan Amount,6.25,101.1203,101.0919,101.0237,100.9357
15-Year Fixed Rate - 200k Max Loan Amount,6.125,100.8094,100.7809,100.7101,100.618
15-Year Fixed Rate - 200k Max Loan Amount,6,100.4834,100.455,100.3841,100.2921
15-Year Fixed Rate - 200k Max Loan Amount,5.875,100.1737,100.1524,100.0894,100.0057
15-Year Fixed Rate - 200k Max Loan Amount,5.75,99.8465,99.8252,99.7622,99.6785
15-Year Fixed Rate - 200k Max Loan Amount,5.625,99.5017,99.4804,99.4175,99.3338
15-Year Fixed Rate - 200k Max Loan Amount,5.5,99.1445,99.1232,99.0602,98.9765
15-Year Fixed Rate - 200k Max Loan Amount,5.375,98.7747,98.7534,98.6905,98.6068
15-Year Fixed Rate - 200k Max Loan Amount,5.25,98.3925,98.3712,98.3082,98.2245
15-Year Fixed Rate - 200k Max Loan Amount,5.125,97.9904,97.9691,97.9061,97.8224
15-Year Fixed Rate - 200k Max Loan Amount,5,97.572,97.5507,97.4877,97.404
15-Year Fixed Rate - 200k Max Loan Amount,4.875,96.7884,96.7813,96.7455,96.6952
15-Year Fixed Rate - 200k Max Loan Amount,4.75,96.3676,96.3605,96.3246,96.2744
15-Year Fixed Rate - 200k Max Loan Amount,4.625,95.9341,95.927,95.8911,95.8409
15-Year Fixed Rate - 200k Max Loan Amount,4.5,95.4881,95.481,95.4451,95.3949
15-Year Fixed Rate - 200k Max Loan Amount,4.375,95.2087,95.2229,95.2109,95.1857
15-Year Fixed Rate - 200k Max Loan Amount,4.25,94.7877,94.8019,94.7899,94.7647
15-Year Fixed Rate - 200k Max Loan Amount,4.125,94.3465,94.3607,94.3487,94.3236
15-Year Fixed Rate - 200k Max Loan Amount,4,93.9004,93.9146,93.9026,93.8774
15-Year Fixed Rate - 200k Max Loan Amount,3.875,93.4492,93.4634,93.4514,93.4263
15-Year Fixed Rate - 200k Max Loan Amount,3.75,92.9919,93.0061,92.9941,92.9689
15-Year Fixed Rate - 200k Max Loan Amount,3.625,92.527,92.5412,92.5292,92.5041
15-Year Fixed Rate - 200k Max Loan Amount,3.5,92.051,92.0652,92.0532,92.028
15-Year Fixed Rate - 175k Max Loan Amount,7.375,103.2221,103.1795,103.0481,102.8724
15-Year Fixed Rate - 175k Max Loan Amount,7.25,102.9788,102.9362,102.8048,102.629
15-Year Fixed Rate - 175k Max Loan Amount,7.125,102.7052,102.6626,102.5312,102.3555
15-Year Fixed Rate - 175k Max Loan Amount,7,102.4217,102.3791,102.2477,102.0719
15-Year Fixed Rate - 175k Max Loan Amount,6.875,102.7367,102.7082,102.6541,102.5872
15-Year Fixed Rate - 175k Max Loan Amount,6.75,102.4544,102.4259,102.3718,102.3049
15-Year Fixed Rate - 175k Max Loan Amount,6.625,102.1621,102.1336,102.0795,102.0126
15-Year Fixed Rate - 175k Max Loan Amount,6.5,101.8611,101.8326,101.7785,101.7116
15-Year Fixed Rate - 175k Max Loan Amount,6.375,101.5932,101.5648,101.4944,101.403
15-Year Fixed Rate - 175k Max Loan Amount,6.25,101.2922,101.2638,101.1929,101.1008
15-Year Fixed Rate - 175k Max Loan Amount,6.125,100.9812,100.9528,100.882,100.7899
15-Year Fixed Rate - 175k Max Loan Amount,6,100.6553,100.6269,100.556,100.4639
15-Year Fixed Rate - 175k Max Loan Amount,5.875,100.3144,100.286,100.2151,100.123
15-Year Fixed Rate - 175k Max Loan Amount,5.75,99.9604,99.9357,99.8716,99.7879
15-Year Fixed Rate - 175k Max Loan Amount,5.625,99.6111,99.5898,99.5269,99.4432
15-Year Fixed Rate - 175k Max Loan Amount,5.5,99.2538,99.2325,99.1696,99.0859
15-Year Fixed Rate - 175k Max Loan Amount,5.375,98.8841,98.8628,98.7999,98.7162
15-Year Fixed Rate - 175k Max Loan Amount,5.25,98.5018,98.4805,98.4176,98.3339
15-Year Fixed Rate - 175k Max Loan Amount,5.125,98.0997,98.0784,98.0155,97.9318
15-Year Fixed Rate - 175k Max Loan Amount,5,97.6813,97.66,97.5971,97.5134
15-Year Fixed Rate - 175k Max Loan Amount,4.875,96.804,96.7969,96.7611,96.7109
15-Year Fixed Rate - 175k Max Loan Amount,4.75,96.3832,96.3761,96.3402,96.29
15-Year Fixed Rate - 175k Max Loan Amount,4.625,95.9497,95.9426,95.9067,95.8565
15-Year Fixed Rate - 175k Max Loan Amount,4.5,95.5037,95.4966,95.4607,95.4105
15-Year Fixed Rate - 175k Max Loan Amount,4.375,95.2087,95.2229,95.2109,95.1857
15-Year Fixed Rate - 175k Max Loan Amount,4.25,94.7877,94.8019,94.7899,94.7647
15-Year Fixed Rate - 175k Max Loan Amount,4.125,94.3465,94.3607,94.3487,94.3236
15-Year Fixed Rate - 175k Max Loan Amount,4,93.9004,93.9146,93.9026,93.8774
15-Year Fixed Rate - 175k Max Loan Amount,3.875,93.4492,93.4634,93.4514,93.4263
15-Year Fixed Rate - 175k Max Loan Amount,3.75,92.9919,93.0061,92.9941,92.9689
15-Year Fixed Rate - 175k Max Loan Amount,3.625,92.527,92.5412,92.5292,92.5041
15-Year Fixed Rate - 175k Max Loan Amount,3.5,92.051,92.0652,92.0532,92.028
15-Year Fixed Rate - 150k Max Loan Amount,7.375,103.2534,103.2108,103.0794,102.9036
15-Year Fixed Rate - 150k Max Loan Amount,7.25,103.01,102.9674,102.836,102.6603
15-Year Fixed Rate - 150k Max Loan Amount,7.125,102.7365,102.6939,102.5625,102.3867
15-Year Fixed Rate - 150k Max Loan Amount,7,102.4529,102.4103,102.2789,102.1032
15-Year Fixed Rate - 150k Max Loan Amount,6.875,102.8617,102.8332,102.7791,102.7122
15-Year Fixed Rate - 150k Max Loan Amount,6.75,102.5794,102.5509,102.4968,102.4299
15-Year Fixed Rate - 150k Max Loan Amount,6.625,102.2871,102.2586,102.2045,102.1376
15-Year Fixed Rate - 150k Max Loan Amount,6.5,101.9861,101.9576,101.9035,101.8366
15-Year Fixed Rate - 150k Max Loan Amount,6.375,101.7807,101.7523,101.6814,101.5893
15-Year Fixed Rate - 150k Max Loan Amount,6.25,101.4797,101.4513,101.3804,101.2883
15-Year Fixed Rate - 150k Max Loan Amount,6.125,101.1687,101.1403,101.0695,100.9774
15-Year Fixed Rate - 150k Max Loan Amount,6,100.8428,100.8144,100.7435,100.6514
15-Year Fixed Rate - 150k Max Loan Amount,5.875,100.5019,100.4735,100.4026,100.3105
15-Year Fixed Rate - 150k Max Loan Amount,5.75,100.1447,100.1163,100.0454,99.9533
15-Year Fixed Rate - 150k Max Loan Amount,5.625,99.7749,99.7465,99.6757,99.5836
15-Year Fixed Rate - 150k Max Loan Amount,5.5,99.3927,99.3643,99.2934,99.2013
15-Year Fixed Rate - 150k Max Loan Amount,5.375,98.9622,98.9409,98.878,98.7943
15-Year Fixed Rate - 150k Max Loan Amount,5.25,98.58,98.5587,98.4957,98.412
15-Year Fixed Rate - 150k Max Loan Amount,5.125,98.1779,98.1566,98.0936,98.0099
15-Year Fixed Rate - 150k Max Loan Amount,5,97.7595,97.7382,97.6752,97.5915
